Station,Timestamp,GPP.mol_m2,GPP_err,fAPAR,PPFD.mol_m2,VPD.kPa,ALPHA,Tc.deg_C,CO2.ppm,Patm.Pa
FI-Hyy,2003-06-01,17.5207,0.4653,0.3577,1016.8205,0.4957,1.259,12.30,374.97,99240.44
FI-Hyy,2003-07-01,19.7468,0.8041,0.3729,1075.5265,0.6118,1.258,19.60,374.97,99240.44
FI-Hyy,2003-08-01,12.0953,0.1888,0.3652,775.4506,0.3632,1.259,14.70,374.97,99240.44
FI-Hyy,2003-09-01,9.0395,0.3536,0.3037,522.1004,0.2608,1.260,10.10,374.97,99240.44
FI-Hyy,2003-10-01,3.3262,0.1545,0.2714,176.7498,0.0760,1.259,2.20,374.97,99240.44
FI-Hyy,2003-11-01,0.5673,0.0498,0.2578,36.1379,0.0228,1.259,0.70,374.97,99240.44
FI-Hyy,2004-05-01,12.0402,0.3166,0.2752,936.3422,0.3830,1.259,8.80,376.78,99240.44
FI-Hyy,2004-06-01,16.8101,0.4932,0.3791,966.2455,0.4684,1.260,11.90,376.78,99240.44
FI-Hyy,2004-07-01,14.7919,0.1732,0.3762,969.5194,0.4273,1.260,15.50,376.78,99240.44
FI-Hyy,2004-08-01,16.0642,0.6004,0.3614,799.6679,0.3280,1.260,15.20,376.78,99240.44
FI-Hyy,2004-09-01,8.0747,0.3534,0.3118,379.8291,0.1488,1.259,10.90,376.78,99240.44
FI-Hyy,2004-10-01,3.8265,0.1132,0.2321,217.2839,0.0950,1.260,3.80,376.78,99240.44
FI-Hyy,2004-11-01,0.9193,0.0558,0.2046,61.2799,0.0215,1.260,-1.90,376.78,99240.44
FI-Hyy,2005-04-01,5.0732,0.2242,0.1954,811.9293,0.2653,1.259,3.50,378.81,99240.44
FI-Hyy,2005-05-01,11.3717,0.3005,0.2492,1033.8965,0.4068,1.260,8.80,378.81,99240.44
FI-Hyy,2005-06-01,18.9841,0.4738,0.3855,1086.6976,0.4729,1.259,13.30,378.81,99240.44
FI-Hyy,2005-07-01,19.8292,0.7504,0.4055,1223.0062,0.5988,1.000,17.80,378.81,99240.44
FI-Hyy,2005-08-01,12.4105,0.1318,0.3365,730.5957,0.2880,1.260,15.20,378.81,99240.44
FI-Hyy,2005-09-01,9.6271,0.2454,0.2924,537.1850,0.2258,1.259,10.80,378.81,99240.44
FI-Hyy,2005-10-01,4.6896,0.2616,0.2581,216.0908,0.1057,1.259,5.80,378.81,99240.44
FI-Hyy,2006-04-01,3.1581,0.0616,0.1942,694.1060,0.2026,1.260,2.90,380.93,99240.44
FI-Hyy,2006-05-01,12.4119,0.3795,0.2543,1016.9911,0.4298,1.259,9.40,380.93,99240.44
FI-Hyy,2006-06-01,18.6017,0.6116,0.3598,1237.0563,0.6459,1.144,15.00,380.93,99240.44
FI-Hyy,2006-07-01,20.9896,0.8076,0.3790,1397.4212,0.7981,0.333,17.40,380.93,99240.44
FI-Hyy,2006-08-01,11.1004,0.7266,0.3458,925.9408,0.6506,0.479,17.50,380.93,99240.44
FI-Hyy,2006-09-01,9.9280,0.2516,0.3201,484.1343,0.2410,1.143,12.30,380.93,99240.44
FI-Hyy,2006-10-01,3.3011,0.1494,0.3520,145.8682,0.0473,1.259,5.40,380.93,99240.44
FI-Kaa,2002-06-01,6.9364,0.3029,0.2817,1269.4258,0.5438,1.210,11.90,372.42,99537.72
FI-Kaa,2002-07-01,9.1366,0.1667,0.3467,870.2666,0.4869,1.223,15.10,372.42,99537.72
FI-Kaa,2002-08-01,3.3547,0.0625,0.3219,631.6692,0.3323,1.260,12.10,372.42,99537.72
FI-Kaa,2002-09-01,1.0541,0.0212,0.2680,370.4944,0.1626,1.259,5.00,372.42,99537.72
FI-Kaa,2003-06-01,2.7400,0.1360,0.2511,1209.1002,0.4958,1.260,9.60,374.97,99537.72
FI-Kaa,2003-07-01,8.3542,0.2321,0.3172,1138.1423,0.5864,0.789,16.10,374.97,99537.72
FI-Kaa,2003-08-01,5.6859,0.1478,0.3356,603.7377,0.3201,1.057,11.70,374.97,99537.72
FI-Kaa,2003-09-01,1.3234,0.0593,0.2604,359.8007,0.1757,1.260,5.80,374.97,99537.72
FI-Kaa,2004-07-01,6.6673,0.3194,0.3287,1075.9861,0.6022,1.157,16.20,376.78,99537.72
FI-Kaa,2004-08-01,6.5119,0.3930,0.3234,656.5229,0.3552,1.217,12.40,376.78,99537.72
FI-Kaa,2004-09-01,1.2000,0.0557,0.2671,307.8567,0.1653,1.260,6.90,376.78,99537.72
FI-Kaa,2004-10-01,0.2942,0.0792,0.2233,143.1905,0.0634,1.259,-0.40,376.78,99537.72
FI-Kaa,2005-07-01,11.2695,0.3179,0.3404,1036.5446,0.5895,1.259,14.80,378.81,99537.72
FI-Kaa,2005-08-01,7.1050,0.1466,0.3469,559.0424,0.3347,1.259,12.50,378.81,99537.72
FI-Kaa,2005-09-01,2.7717,0.1158,0.2945,335.7876,0.2183,1.259,6.30,378.81,99537.72
FI-Kaa,2006-05-01,2.2562,0.1059,0.2034,904.8396,0.3079,1.260,5.20,380.93,99537.72
FI-Kaa,2006-06-01,4.5033,0.0928,0.2817,910.9259,0.4384,1.259,11.90,380.93,99537.72
FI-Kaa,2006-08-01,4.2186,0.0648,0.3260,777.9919,0.3747,1.033,12.50,380.93,99537.72
FI-Sod,2002-05-01,6.5772,0.2063,0.2742,1070.5511,0.4150,1.259,7.70,372.42,99251.86
FI-Sod,2002-06-01,12.8066,0.4241,0.3257,1263.0498,0.6458,1.259,14.30,372.42,99251.86
FI-Sod,2002-07-01,15.4217,0.5904,0.3883,1035.0849,0.5264,1.259,16.10,372.42,99251.86
FI-Sod,2002-08-01,10.6313,0.4102,0.3764,831.1678,0.4500,1.259,14.20,372.42,99251.86
FI-Sod,2002-09-01,4.6052,0.2008,0.3142,350.9117,0.1252,1.259,6.10,372.42,99251.86
FI-Sod,2003-05-01,2.2698,0.1771,0.2429,941.3803,0.2865,1.259,7.30,374.97,99251.86
FI-Sod,2003-06-01,8.6797,0.3502,0.3093,1266.3087,0.5263,1.260,11.10,374.97,99251.86
FI-Sod,2003-07-01,10.3573,0.4970,0.3949,1228.2731,0.7444,0.996,18.90,374.97,99251.86
FI-Sod,2003-08-01,8.0759,0.2250,0.3873,633.6477,0.2939,1.183,12.70,374.97,99251.86
FI-Sod,2003-09-01,4.5897,0.1835,0.3077,457.6184,0.1800,1.259,7.40,374.97,99251.86
FI-Sod,2004-05-01,4.7307,0.1727,0.2421,891.6162,0.2290,1.260,5.90,376.78,99251.86
FI-Sod,2004-06-01,8.1732,0.2710,0.3063,1059.1327,0.4119,1.259,11.10,376.78,99251.86
FI-Sod,2004-07-01,12.6744,0.5797,0.3889,1040.3632,0.5779,1.260,16.70,376.78,99251.86
FI-Sod,2004-08-01,9.3516,0.3261,0.4020,694.3896,0.2788,1.259,12.80,376.78,99251.86
FI-Sod,2004-09-01,4.3142,0.1429,0.3092,319.1435,0.1478,1.259,8.20,376.78,99251.86
FI-Sod,2004-10-01,1.3161,0.0867,0.2783,145.9792,0.0582,1.259,0.60,376.78,99251.86
FI-Sod,2005-05-01,4.0765,0.1575,0.1970,986.0182,0.2265,1.259,4.90,378.81,99251.86
FI-Sod,2005-06-01,10.5342,0.4085,0.3716,1139.0605,0.5730,1.259,13.50,378.81,99251.86
FI-Sod,2005-07-01,9.2572,0.4533,0.4070,1140.1441,0.6700,1.258,16.80,378.81,99251.86
FI-Sod,2005-08-01,10.8034,0.2957,0.4210,745.3401,0.4111,1.259,14.40,378.81,99251.86
FI-Sod,2006-05-01,7.8910,0.4601,0.2243,1011.3035,0.3256,1.259,7.00,380.93,99251.86
FI-Sod,2006-06-01,13.0810,0.3701,0.3780,1171.5275,0.6240,1.209,13.90,380.93,99251.86
FI-Sod,2006-07-01,13.2107,0.4517,0.4156,1205.8538,0.6359,0.493,15.00,380.93,99251.86
FI-Sod,2006-08-01,7.9115,0.3587,0.3687,951.0598,0.6260,0.460,15.40,380.93,99251.86
FI-Sod,2006-09-01,6.4817,0.2480,0.3152,366.9121,0.1414,1.209,7.70,380.93,99251.86
FI-Sod,2006-10-01,1.8354,0.0502,0.2620,193.3380,0.0038,1.260,-1.10,380.93,99251.86
FR-Fon,2005-05-01,24.4710,0.9253,0.5428,1258.6450,0.5480,1.260,15.20,378.81,100284.09
FR-Fon,2005-06-01,32.6296,1.2167,0.5242,1372.7421,0.8850,0.796,20.40,378.81,100284.09
FR-Fon,2005-07-01,26.8076,0.8353,0.4328,1170.5506,0.7748,0.580,20.60,378.81,100284.09
FR-Fon,2005-08-01,20.5554,0.8730,0.3583,1145.6105,0.8106,0.423,19.40,378.81,100284.09
FR-Fon,2005-09-01,15.0092,0.6115,0.3499,768.7413,0.5460,0.600,17.70,378.81,100284.09
FR-Fon,2005-10-01,8.3130,0.2980,0.3340,493.5277,0.3903,0.965,15.40,378.81,100284.09
FR-Fon,2006-05-01,18.9162,0.8621,0.5806,1018.4460,0.4425,1.259,15.10,380.93,100284.09
FR-Fon,2006-06-01,26.5077,0.9632,0.5113,1476.4790,0.9046,0.900,19.90,380.93,100284.09
FR-Fon,2006-07-01,23.3590,0.9518,0.3798,1494.9920,1.0731,0.422,23.20,380.93,100284.09
FR-Fon,2006-08-01,20.6598,0.7379,0.3615,937.3560,0.5312,0.878,18.00,380.93,100284.09
FR-Fon,2006-09-01,15.3857,0.6548,0.3558,806.4298,0.6176,0.916,19.50,380.93,100284.09
FR-Fon,2006-10-01,9.1032,0.4275,0.3426,441.8001,0.3391,1.241,15.30,380.93,100284.09
FR-Gri,2005-01-01,1.9909,0.1179,0.2884,224.2043,0.1042,1.259,5.30,378.81,99881.64
FR-Gri,2005-07-01,33.9655,0.2477,0.4066,1141.2485,0.6518,0.542,19.60,378.81,99881.64
FR-Gri,2005-08-01,26.4417,1.3425,0.3321,1106.6112,0.7306,0.450,18.60,378.81,99881.64
FR-Gri,2006-03-01,4.5053,0.2600,0.2935,569.4879,0.2250,1.259,6.60,380.93,99881.64
FR-Gri,2006-04-01,19.5828,0.7637,0.4478,882.6095,0.4059,1.259,10.40,380.93,99881.64
FR-Gri,2006-05-01,31.4348,0.8431,0.5977,1012.5243,0.4058,1.260,14.30,380.93,99881.64
FR-Gri,2006-06-01,20.3580,1.4989,0.5246,1355.5746,0.7941,0.909,18.70,380.93,99881.64
FR-Gri,2006-11-01,3.9819,0.1703,0.3548,259.5563,0.1898,1.260,9.60,380.93,99881.64
FR-Gri,2006-12-01,3.6090,0.2198,0.3190,158.0855,0.1135,1.259,5.50,380.93,99881.64
FR-Hes,2002-05-01,26.3044,0.7571,0.5694,974.7278,0.4391,1.260,14.00,372.42,97888.95
FR-Hes,2002-06-01,35.5310,1.1248,0.5438,1207.0366,0.7657,1.257,19.20,372.42,97888.95
FR-Hes,2002-07-01,33.6900,0.8114,0.5019,1031.8231,0.6472,1.018,18.50,372.42,97888.95
FR-Hes,2002-08-01,29.1575,0.9257,0.5013,834.6437,0.5144,1.127,18.90,372.42,97888.95
FR-Hes,2002-09-01,20.9042,0.6484,0.4570,676.1110,0.4295,1.230,14.10,372.42,97888.95
FR-Hes,2002-10-01,6.8576,0.4882,0.3829,367.4720,0.3215,1.260,10.70,372.42,97888.95
FR-Hes,2003-05-01,28.3969,0.9094,0.5430,897.5860,0.6036,1.260,15.20,374.97,97888.95
FR-Hes,2003-06-01,26.5056,1.5902,0.5206,1188.0016,0.8018,0.899,19.90,374.97,97888.95
FR-Hes,2003-07-01,24.8907,1.1103,0.4702,1136.0086,0.8528,0.626,20.30,374.97,97888.95
FR-Hes,2003-09-01,10.8744,0.4899,0.3940,782.6783,0.6100,0.651,15.70,374.97,97888.95
FR-Hes,2003-10-01,3.9751,0.0825,0.3743,389.1936,0.2231,1.257,8.00,374.97,97888.95
FR-Hes,2004-05-01,23.2149,0.9961,0.5483,1312.7226,0.5679,1.259,13.30,376.78,97888.95
FR-Hes,2004-07-01,12.5294,0.5352,0.4561,1312.6563,0.6872,0.699,18.50,376.78,97888.95
FR-Hes,2004-08-01,10.7009,0.2943,0.4467,991.2620,0.5936,0.972,19.40,376.78,97888.95
FR-Hes,2004-09-01,11.4596,0.1515,0.4451,840.7628,0.5289,0.943,16.00,376.78,97888.95
FR-Hes,2004-10-01,8.8321,0.3362,0.3861,437.3585,0.3064,1.251,11.60,376.78,97888.95
FR-Hes,2005-05-01,18.2887,0.5154,0.5125,1221.7206,0.5864,1.260,14.40,378.81,97888.95
FR-Hes,2005-06-01,26.2013,0.9381,0.5093,1524.8943,0.8557,1.080,19.20,378.81,97888.95
FR-Hes,2005-07-01,25.7753,0.8212,0.5117,1280.8837,0.6496,0.763,19.30,378.81,97888.95
FR-Hes,2005-08-01,19.6162,0.6204,0.4764,1126.1703,0.5107,0.786,17.10,378.81,97888.95
FR-Hes,2005-09-01,14.1254,0.5325,0.4446,873.1225,0.5379,0.913,16.70,378.81,97888.95
FR-Hes,2005-10-01,7.6486,0.3770,0.3985,581.9296,0.2623,1.250,12.10,378.81,97888.95
FR-Hes,2006-05-01,16.1179,0.2655,0.5484,1070.2767,0.5171,1.259,14.50,380.93,97888.95
FR-Hes,2006-06-01,28.5373,1.0111,0.5221,1571.0539,0.7539,1.213,18.60,380.93,97888.95
FR-Hes,2006-07-01,25.8043,0.9220,0.4866,1677.7010,1.1360,0.480,23.10,380.93,97888.95
FR-Hes,2006-08-01,20.1176,0.5893,0.5001,938.4898,0.3481,1.125,16.20,380.93,97888.95
FR-Hes,2006-09-01,16.6152,0.5349,0.4572,829.6984,0.5547,1.260,18.00,380.93,97888.95
FR-Hes,2006-10-01,7.3769,0.1256,0.4131,538.2875,0.3029,1.259,13.30,380.93,97888.95
FR-LBr,2003-03-01,12.3702,1.0716,0.2429,968.7031,0.5488,1.259,12.80,374.97,100618.54
FR-LBr,2003-04-01,15.5916,0.9736,0.2723,1127.7561,0.7018,1.259,14.50,374.97,100618.54
FR-LBr,2003-05-01,21.0913,1.4205,0.3546,1271.3967,0.5481,0.955,16.20,374.97,100618.54
FR-LBr,2003-06-01,25.6240,1.6164,0.4185,1474.3480,1.0919,0.485,22.90,374.97,100618.54
FR-LBr,2003-07-01,25.3331,1.9945,0.4355,1602.7600,0.9391,0.600,22.10,374.97,100618.54
FR-LBr,2003-10-01,9.8349,0.7697,0.3146,608.1816,0.4032,1.234,13.60,374.97,100618.54
FR-LBr,2003-11-01,7.5850,0.6137,0.2852,388.8343,0.3064,1.259,11.60,374.97,100618.54
FR-LBr,2003-12-01,4.7851,0.1585,0.2626,314.1926,0.2378,1.260,8.20,374.97,100618.54
FR-LBr,2004-02-01,4.3908,0.1747,0.2461,559.4641,0.2107,1.260,7.50,376.78,100618.54
FR-LBr,2004-03-01,9.3184,0.9267,0.2485,894.0317,0.2884,1.260,9.00,376.78,100618.54
FR-LBr,2004-04-01,12.6504,0.7875,0.2722,1012.9547,0.4130,1.259,12.00,376.78,100618.54
FR-LBr,2004-05-01,20.4825,1.2979,0.3501,1372.5771,0.6673,1.259,15.90,376.78,100618.54
FR-LBr,2004-06-01,29.8545,1.2816,0.4134,1476.6080,1.0126,0.788,20.90,376.78,100618.54
FR-LBr,2004-07-01,27.3112,1.6111,0.4300,1361.1768,0.7948,0.474,20.60,376.78,100618.54
FR-LBr,2004-08-01,22.3803,1.2789,0.4175,1144.2875,0.7789,0.702,21.60,376.78,100618.54
FR-LBr,2004-09-01,18.5743,1.1838,0.3742,895.2482,0.7731,0.945,19.70,376.78,100618.54
FR-LBr,2004-10-01,12.5194,1.1614,0.3456,583.3294,0.5564,1.250,16.10,376.78,100618.54
FR-LBr,2004-11-01,8.3371,0.7848,0.3055,352.5797,0.1446,1.259,8.90,376.78,100618.54
FR-LBr,2005-03-01,7.0246,0.8408,0.2398,786.1759,0.2902,1.260,9.90,378.81,100618.54
FR-LBr,2005-04-01,12.7210,0.9728,0.2900,953.8545,0.4334,1.259,12.90,378.81,100618.54
FR-LBr,2005-05-01,19.0884,1.0547,0.3702,1368.1462,0.6869,1.227,17.10,378.81,100618.54
FR-LBr,2005-10-01,10.2859,0.7657,0.3109,586.6641,0.5107,1.208,17.10,378.81,100618.54
FR-LBr,2005-11-01,4.9901,0.1906,0.2891,361.4708,0.1792,1.260,8.70,378.81,100618.54
FR-LBr,2006-04-01,14.8680,0.8715,0.2800,996.6570,0.4191,1.260,12.70,380.93,100618.54
FR-LBr,2006-05-01,18.8461,1.2070,0.3679,1264.0414,0.5298,1.204,16.60,380.93,100618.54
FR-LBr,2006-06-01,25.4747,1.2224,0.4132,1558.8657,1.0131,0.549,21.50,380.93,100618.54
FR-LBr,2006-10-01,9.8565,1.1782,0.3413,588.2965,0.5282,1.260,17.90,380.93,100618.54
FR-LBr,2006-11-01,9.3248,0.8447,0.3196,353.4803,0.3295,1.259,12.60,380.93,100618.54
FR-Lq1,2004-02-01,4.4255,0.3037,0.3277,504.6944,0.0775,1.259,0.80,376.78,89815.20
FR-Lq1,2004-04-01,10.6298,0.6086,0.4364,617.0939,0.2185,1.259,6.20,376.78,89815.20
FR-Lq1,2004-06-01,17.1931,0.2708,0.5631,1216.1719,0.6236,0.955,15.20,376.78,89815.20
FR-Lq1,2004-07-01,10.2672,0.8321,0.5387,945.9461,0.6505,0.803,16.10,376.78,89815.20
FR-Lq1,2004-08-01,12.6124,0.8470,0.5544,856.3842,0.4718,1.235,16.40,376.78,89815.20
FR-Lq1,2004-09-01,17.9200,0.6843,0.5371,782.7272,0.4648,1.259,14.10,376.78,89815.20
FR-Lq1,2005-05-01,25.9629,1.1831,0.5662,1167.4819,0.3563,1.260,11.10,378.81,89815.20
FR-Lq1,2005-06-01,18.9772,1.5098,0.5736,1258.0728,0.6159,1.252,16.40,378.81,89815.20
FR-Lq1,2005-07-01,15.4872,0.6490,0.5299,1106.5065,0.5984,0.839,17.00,378.81,89815.20
FR-Lq1,2005-08-01,13.3011,0.7605,0.4896,1050.9424,0.6658,0.472,15.80,378.81,89815.20
FR-Lq1,2005-09-01,11.6288,0.7292,0.5061,717.3047,0.4336,0.827,13.80,378.81,89815.20
FR-Lq1,2005-10-01,9.3808,0.4508,0.4587,508.2414,0.2385,1.253,11.40,378.81,89815.20
FR-Lq1,2006-05-01,23.3992,1.0137,0.5600,996.1551,0.2888,1.260,10.90,380.93,89815.20
FR-Lq1,2006-06-01,22.0601,1.0415,0.5590,1381.4410,0.6615,1.260,15.80,380.93,89815.20
FR-Lq1,2006-07-01,19.2101,1.4349,0.5661,1315.9751,0.9282,1.244,20.20,380.93,89815.20
FR-Lq2,2004-04-01,8.5974,0.4830,0.4364,617.0939,0.2185,1.259,6.20,376.78,89815.20
FR-Lq2,2004-06-01,14.6387,0.1984,0.5631,1216.1734,0.6236,0.955,15.20,376.78,89815.20
FR-Lq2,2004-09-01,13.0046,0.5398,0.5371,782.7273,0.4648,1.259,14.10,376.78,89815.20
FR-Lq2,2004-10-01,8.4954,0.5356,0.5134,424.0851,0.2575,1.259,10.30,376.78,89815.20
FR-Lq2,2004-11-01,4.7556,0.3687,0.4522,229.6731,0.0653,1.259,3.50,376.78,89815.20
FR-Lq2,2005-04-01,11.7010,0.6920,0.4391,738.9454,0.1784,1.260,6.60,378.81,89815.20
FR-Lq2,2005-05-01,24.4093,1.0202,0.5662,1167.4822,0.3563,1.260,11.10,378.81,89815.20
FR-Lq2,2005-06-01,19.5195,0.9315,0.5736,1258.0733,0.6159,1.252,16.40,378.81,89815.20
FR-Lq2,2005-07-01,13.1371,0.5271,0.5299,1106.5069,0.5984,0.839,17.00,378.81,89815.20
FR-Lq2,2005-08-01,10.9546,0.4735,0.4896,1050.9425,0.6658,0.472,15.80,378.81,89815.20
FR-Lq2,2005-09-01,10.1011,0.5159,0.5061,717.3047,0.4336,0.827,13.80,378.81,89815.20
FR-Lq2,2005-10-01,7.7597,0.3886,0.4587,508.2414,0.2385,1.253,11.40,378.81,89815.20
FR-Lq2,2006-04-01,12.4050,0.8550,0.4156,941.3257,0.2888,1.260,6.90,380.93,89815.20
FR-Lq2,2006-05-01,22.3062,0.8306,0.5600,996.1551,0.2888,1.260,10.90,380.93,89815.20
FR-Lq2,2006-06-01,20.2612,0.7211,0.5590,1381.4410,0.6615,1.260,15.80,380.93,89815.20
FR-Lq2,2006-07-01,18.5205,1.1990,0.5661,1315.9751,0.9282,1.244,20.20,380.93,89815.20
FR-Pue,2002-01-01,4.7472,0.1895,0.2463,339.6762,0.2362,1.259,5.70,372.42,98228.25
FR-Pue,2002-02-01,5.2292,0.0549,0.2503,449.0889,0.3178,1.259,8.60,372.42,98228.25
FR-Pue,2002-03-01,10.6987,0.2528,0.2729,778.9102,0.4344,1.260,10.90,372.42,98228.25
FR-Pue,2002-04-01,12.7569,0.4748,0.3295,1003.5088,0.6234,1.259,12.90,372.42,98228.25
FR-Pue,2002-05-01,14.9084,0.4985,0.3759,1295.0036,0.5314,1.260,15.00,372.42,98228.25
FR-Pue,2002-06-01,12.6075,0.2489,0.3946,1532.9570,0.9099,1.050,20.50,372.42,98228.25
FR-Pue,2002-07-01,9.2111,0.4244,0.3878,1580.8154,1.0807,0.530,21.80,372.42,98228.25
FR-Pue,2002-09-01,10.5718,0.1435,0.3599,887.3877,0.6617,1.045,17.90,372.42,98228.25
FR-Pue,2002-10-01,9.4360,0.1027,0.3352,586.5752,0.4878,1.255,14.60,372.42,98228.25
FR-Pue,2002-11-01,7.5155,0.2607,0.2994,389.9089,0.2958,1.260,10.80,372.42,98228.25
FR-Pue,2002-12-01,5.1184,0.1901,0.2725,231.9372,0.1950,1.259,7.70,372.42,98228.25
FR-Pue,2003-01-01,5.3554,0.2023,0.2615,382.2944,0.1497,1.260,4.40,374.97,98228.25
FR-Pue,2003-02-01,5.4333,0.1770,0.2671,410.0511,0.2396,1.259,4.90,374.97,98228.25
FR-Pue,2003-03-01,10.8237,0.3602,0.2636,755.6262,0.4384,1.260,10.00,374.97,98228.25
FR-Pue,2003-04-01,11.6979,0.3756,0.2889,912.4821,0.5810,1.260,12.30,374.97,98228.25
FR-Pue,2003-05-01,14.8016,0.4990,0.3873,1306.3149,0.7061,0.976,16.90,374.97,98228.25
FR-Pue,2003-06-01,11.2581,0.2155,0.3879,1446.8972,1.0650,0.343,22.80,374.97,98228.25
FR-Pue,2003-09-01,7.2896,0.3328,0.3128,940.0723,0.7844,0.640,18.90,374.97,98228.25
FR-Pue,2003-10-01,8.7712,0.2885,0.3085,547.3553,0.3729,1.237,13.30,374.97,98228.25
FR-Pue,2003-11-01,6.3104,0.2405,0.2689,341.7665,0.2666,1.259,10.10,374.97,98228.25
FR-Pue,2003-12-01,5.0302,0.1686,0.2501,281.0422,0.2651,1.259,6.70,374.97,98228.25
FR-Pue,2004-01-01,6.0532,0.1414,0.2452,323.2417,0.1987,1.259,6.00,376.78,98228.25
FR-Pue,2004-02-01,6.9889,0.3727,0.2589,489.7478,0.2290,1.259,5.90,376.78,98228.25
FR-Pue,2004-03-01,8.7750,0.0803,0.2546,830.0282,0.3115,1.259,8.20,376.78,98228.25
FR-Pue,2004-04-01,9.6451,0.0949,0.3050,993.4471,0.4664,1.260,11.60,376.78,98228.25
FR-Pue,2004-05-01,15.0254,0.5669,0.3740,1413.7424,0.6914,1.260,15.00,376.78,98228.25
FR-Pue,2004-06-01,16.6906,0.7094,0.3757,1666.5941,1.0755,0.806,21.00,376.78,98228.25
FR-Pue,2004-07-01,8.5406,0.1950,0.3349,1620.7214,1.2231,0.228,22.60,376.78,98228.25
FR-Pue,2004-08-01,12.6664,0.3818,0.3406,1171.1318,1.0134,0.446,22.90,376.78,98228.25
FR-Pue,2004-09-01,11.8536,0.4642,0.3411,1075.6876,0.8160,0.555,19.70,376.78,98228.25
FR-Pue,2004-10-01,8.7309,0.2245,0.3561,443.5195,0.5515,1.211,15.80,376.78,98228.25
FR-Pue,2004-11-01,6.8759,0.2763,0.2882,454.0550,0.2041,1.260,8.10,376.78,98228.25
FR-Pue,2004-12-01,5.1480,0.1748,0.2669,352.4576,0.2416,1.260,6.40,376.78,98228.25
FR-Pue,2005-01-01,5.4348,0.2733,0.2609,455.8390,0.1787,1.260,5.10,378.81,98228.25
FR-Pue,2005-02-01,4.2931,0.0553,0.2482,586.6071,0.1865,1.259,3.70,378.81,98228.25
FR-Pue,2005-03-01,6.2357,0.4171,0.2521,895.1439,0.2122,1.260,7.80,378.81,98228.25
FR-Pue,2005-04-01,12.0523,0.2765,0.2954,1062.5769,0.4064,1.260,11.60,378.81,98228.25
FR-Pue,2005-05-01,9.9374,0.2213,0.3484,1476.6141,0.6698,1.249,16.60,378.81,98228.25
FR-Pue,2005-06-01,11.8366,0.5047,0.3442,1609.1245,1.1029,0.525,22.00,378.81,98228.25
FR-Pue,2005-07-01,8.1864,0.4375,0.3267,1623.9867,1.1991,0.198,23.40,378.81,98228.25
FR-Pue,2005-09-01,6.1061,0.1466,0.3067,955.3271,0.7381,0.714,19.00,378.81,98228.25
FR-Pue,2005-10-01,6.4948,0.1749,0.3050,417.9012,0.5089,1.247,16.00,378.81,98228.25
FR-Pue,2005-11-01,5.7612,0.2411,0.2829,420.5268,0.2241,1.259,8.10,378.81,98228.25
FR-Pue,2005-12-01,3.2812,0.1480,0.2465,359.2452,0.1534,1.260,3.10,378.81,98228.25
FR-Pue,2006-01-01,3.1405,0.0433,0.2353,338.8966,0.2205,1.260,4.80,380.93,98228.25
FR-Pue,2006-02-01,4.5936,0.2307,0.2412,605.7020,0.2579,1.259,5.20,380.93,98228.25
FR-Pue,2006-03-01,6.1087,0.1778,0.2497,794.9949,0.3330,1.259,8.80,380.93,98228.25
FR-Pue,2006-04-01,8.1635,0.3544,0.2763,1229.9873,0.6034,1.259,12.90,380.93,98228.25
FR-Pue,2006-05-01,7.9694,0.1366,0.3409,1477.6915,0.7000,0.962,16.80,380.93,98228.25
FR-Pue,2006-06-01,10.0649,0.3951,0.3380,1679.3397,1.0731,0.306,21.10,380.93,98228.25
FR-Pue,2006-09-01,7.6475,0.3667,0.3185,822.6926,0.7536,1.099,20.10,380.93,98228.25
FR-Pue,2006-10-01,10.4446,0.3399,0.3303,542.9397,0.5639,1.259,16.80,380.93,98228.25
FR-Pue,2006-11-01,5.6265,0.0697,0.2968,398.3904,0.3910,1.259,11.60,380.93,98228.25
FR-Pue,2006-12-01,5.8759,0.2071,0.2776,313.4765,0.1852,1.260,6.10,380.93,98228.25
HU-Bug,2002-08-01,18.2270,2.5281,0.3756,1155.6523,0.7731,0.709,21.50,372.42,99709.56
HU-Bug,2002-09-01,10.0740,0.9626,0.3227,786.5701,0.5222,0.880,16.20,372.42,99709.56
HU-Bug,2002-10-01,5.8059,0.4766,0.2731,558.0400,0.2831,1.214,11.00,372.42,99709.56
HU-Bug,2002-11-01,2.8499,0.3162,0.2304,275.4448,0.2505,1.260,8.10,372.42,99709.56
HU-Bug,2003-05-01,11.8907,0.8959,0.3644,1482.3024,0.9818,0.683,19.90,374.97,99709.56
HU-Bug,2003-10-01,2.4797,0.2471,0.2746,556.1116,0.1546,1.253,8.90,374.97,99709.56
HU-Bug,2003-11-01,2.1692,0.2530,0.2158,344.9034,0.1395,1.259,7.20,374.97,99709.56
HU-Bug,2003-12-01,1.2160,0.1697,0.1868,258.9162,0.0822,1.260,0.90,374.97,99709.56
HU-Bug,2004-03-01,3.0910,0.2424,0.1845,650.5502,0.2057,1.260,5.80,376.78,99709.56
HU-Bug,2004-04-01,10.5093,0.5078,0.3073,860.6766,0.4246,1.260,11.80,376.78,99709.56
HU-Bug,2004-05-01,18.7850,0.7746,0.4673,1306.8248,0.4832,1.259,14.70,376.78,99709.56
HU-Bug,2004-06-01,17.6018,0.9922,0.4512,1369.2327,0.6113,1.077,18.90,376.78,99709.56
